65517,65521,65484,0,17312
65516,65521,65484,0,17340
65516,65521,65484,0,17369
65516,65521,65484,0,17396
65516,65521,65484,0,17424
65516,65521,65484,0,17453
65516,65521,65483,0,17480
65516,65521,65483,0,17509
65517,65521,65484,0,17537
65517,65521,65484,0,17564
65517,65521,65484,0,17593
65516,65521,65483,0,17620
65516,65521,65483,0,17649
65516,65521,65484,0,17677
65516,65521,65484,0,17705
65516,65521,65484,0,17733
65517,65521,65484,0,17761
65517,65521,65484,0,17789
65516,65521,65483,0,17817
65516,65521,65483,0,17846
65516,65521,65483,0,17873
65516,65521,65483,0,17902
65516,65521,65483,0,17930
65516,65521,65483,0,17957
65516,65521,65483,0,17986
65516,65521,65484,0,18014
65516,65521,65484,0,18042
65516,65521,65484,0,18070
65516,65521,65483,0,18099
65516,65521,65483,0,18126
65516,65521,65483,0,18154
65516,65521,65483,0,18183
65516,65521,65483,0,18210
65516,65521,65483,0,18239
65516,65521,65483,0,18267
65517,65521,65483,0,18294
65517,65521,65483,0,18323
65516,65521,65484,0,18351
65516,65521,65484,0,18379
65516,65521,65484,0,18407
65516,65521,65484,0,18436
65516,65521,65484,0,18463
65517,65521,65483,0,18491
65517,65521,65483,0,18520
65517,65521,65483,0,18547
65516,65521,65484,0,18576
65516,65521,65484,0,18604
65517,65521,65484,0,18632
65517,65521,65484,0,18660
65517,65521,65484,0,18688
65516,65521,65484,0,18716
65516,65521,65484,0,18744
65517,65521,65484,0,18772
65517,65521,65484,0,18800
65517,65521,65483,0,18828
65516,65521,65483,0,18856
65516,65521,65483,0,18884
65517,65520,65484,0,18913
65517,65520,65484,0,18940
65516,65521,65484,0,18969
65516,65521,65484,0,18997
65516,65521,65484,0,19024
65516,65521,65484,0,19053
65516,65521,65484,0,19081
65516,65521,65484,0,19109
65516,65521,65484,0,19137
65516,65521,65484,0,19166
65516,65521,65483,0,19193
65516,65521,65483,0,19221
65517,65521,65484,0,19250
65517,65521,65484,0,19277
65517,65521,65484,0,19306
65516,65521,65484,0,19334
65516,65521,65484,0,19361
65517,65521,65484,0,19390
65517,65521,65484,0,19418
65516,65521,65483,0,19446
65516,65521,65483,0,19474
65516,65521,65483,0,19503
65516,65521,65484,0,19530
65516,65521,65484,0,19558
65516,65521,65484,0,19587
65516,65521,65484,0,19614
65516,65521,65484,0,19643
65516,65521,65484,0,19671
65516,65521,65484,0,19699
65517,65521,65483,0,19727
65517,65521,65483,0,19755
65517,65521,65483,0,19783
65516,65521,65484,0,19811
65516,65521,65484,0,19840
65516,65521,65484,0,19867
65516,65521,65484,0,19896
65516,65521,65483,0,19923
65516,65521,65483,0,19951
65516,65521,65483,0,19980
65517,65521,65483,0,20007
65517,65521,65483,0,20036
65516,65521,65484,0,20064
65516,65521,65484,0,20091
65516,65521,65484,0,20120
65517,65521,65484,0,20148
